Brand (Manufacturer),row_number,product_id,Part Number,Extra Info/Notes,superseded
NULL,1610,4312,"F1ET,15K601","<html><head></head><body><p>Aftermarket 3 Button Smart&nbsp;Remote with PCF7953 ID47 transponder chip. Lock, Unlock and Boot Buttons</p>

<p>(does not come with keyring)</p>

<p>Frequency: 433Mhz</p>

<p>Supplied with a HU101 emergency blade</p>

<p>For replacement key blade see {FOB13c} (emergency blade)<br>
For replacement buttons see {EPRB11}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With Immobilizer</p>



<p><strong>Please note: To safely remove the battery cover, hold the remote case in your palm with the key ring end facing your fingers. Pinch the two release buttons and gently lift the top edge of the cover slightly. Then, gently push the battery cover&nbsp;from the opposite end&nbsp;to disengage the hooks underneath the cover. It should then be able to be easily removed</strong></p>

<p><strong><em>PLEASE TAKE CARE WHEN REMOVING THE REMOTE COVER TO ACCESS THE EMERGENCY BLADE - THE COVER MAY BECOME PERMANENTLY&nbsp;DAMAGED IF NOT REMOVED GENTLY. ALSO&nbsp;BEWARE OF THREE TYPES OF INTELLIGENT/PROXIMITY REMOTES. SEE ALSO {FOR5} or {FOR8}</em></strong></p>

<p><strong><em>Note: It is recommended by the Manufacturer that VVDI &amp; KYDZ systems should not be used to read this remote, as this can result in the remote becoming locked</em></strong></p></body></html>",NULL
NULL,1611,4318,,"<html><head></head><body><p>Aftermarket Dacia 2 Button Remote with PCF7961M Hitag AES Transponder. Lock and Unlock Buttons</p>

<p>Comes fitted with a VA2 key blade</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Transponder: Diagnostically<br>
Remote: With transponder</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,1612,4321,"0959752D,6V0959752DAIF,6V0959752KAIF","<html><head></head><body><p>OEM&nbsp;Skoda 3 Button Full Flip Remote with ID48 VW Virgin Transponder Chip Ready for Precoding and Programming. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 434Mhz</p>

<p><strong>NOTE: Please make sure you have correct machine to precode and programme this remote key before buying</strong></p>

<p>Comes fitted with HU162 key blade ({VGB32})</p>

<p>For key cutting see: {CUT2}<br>
or battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Precode then Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
NULL,1613,4326,"CWD000060,HVRM85","<html><head></head><body><p>Aftermarket BMW/Rover 2 Button Remote. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p><strong>NOTE: A virgin PCF7931, ID73 chip&nbsp;is in the key ready for any EEPROM work to program the immobiliser. The immobiliser cannot be programmed with a diagnostic machine</strong></p>

<p><strong>NOTE: If the barcode on the key is missing a digit, any number, letter or symbol can be used</strong></p>

<p>Comes with HU92R key blade (without groove, not needed for Mini)</p>

<p>For key cutting see {CUT2}</p>

<p>For batteries see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Via EEPROM Dump<br>
Remote: Diagnostically</p>

</body></html>",NULL
NULL,1614,4332,"LR078921,C2D45908","<html><head></head><body><p>GTL Range Rover 5 Button Intelligent Remote Case.&nbsp;Lock, Unlock, Light, Tailgate and Panic Buttons</p>

<p>Comes&nbsp;with HU101 emergency key blade</p>

<p><strong>Please note: The metal side of this remote is blank and has no logo on it</strong></p>

<p>Print on inside of original remote:<br>
BJ32-15K601-DD</p>

<p>For key blade see {LRB4c}<br>
For battery see {CR2032}</p>

</body></html>",NULL
NULL,1615,4334,"LR060130,LR029699,LR065379,LR087105","<html><head></head><body><p>OEM&nbsp;Land Rover&nbsp;5 Button Intelligent Remote Circuit Board&nbsp;in a GTL Aftermarket Case. ID47 PCF7953 Transponder Chip.&nbsp;Lock, Unlock, Light, Tailgate and Panic Buttons</p>

<p>Comes&nbsp;with HU101 emergency key blade</p>

<p>Frequency: 434Mhz</p>

<p>Print on inside of original remote:<br>
CH22-15K601-BD</p>

<p>For key blade see {LRB4c}<br>
For battery see {CR2032}<br>
For replacement buttons see {EPRB11}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,1616,4340,95430B9500,"<html><head></head><body><p>OEM Hyundai 3 Button&nbsp;Smart Remote with ID52 Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p><strong>Please note, this remote&nbsp;will not come fitted&nbsp;with a HYN14R {HYB17} blade due to remote being supplied in a genuine packaging.&nbsp;The blade and a pin will still be included in&nbsp;the price,&nbsp;they will just come&nbsp;in a separate bag. If you&nbsp;still prefer us to fit the blade in for you and you don't mind genuine packaging being damaged, please let a member of staff know whilst&nbsp;placing&nbsp;a phone order, otherwise, leave a note in a designated section when placing an online order</strong></p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number (removable):<br>
<br>
Sticker inside:<br>
95430 B9500<br>
<br>
For key blade see {HYB17}<br>
For pin see {KRP2}<br>
Battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with Immobiliser</p>



</body></html>",NULL
Ford,1617,4341,,"<html><head></head><body><p>OEM Flip&nbsp;3 Button Remote with ID47&nbsp;HiTAGPro Transponder Chip. Lock, Unlock and Rear Door&nbsp;Buttons without Logo</p>

<p><strong>NOTE: These remotes have&nbsp;some minor damage around where the blade pin is located&nbsp;but are otherwise in fully working order</strong></p>

<p>Frequency: 433Mhz</p>

<p>Print on side of remote: 218193-00891</p>

<p>For key cutting see {CUT2}<br>
For key blade see {FOB15c}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With Immobilizer</p>

</body></html>",NULL
NULL,1618,4344,285E5JK60A,"<html><head></head><body><p>Aftermarket emergency key blade for 2015+ Renault proximity keys</p>


</body></html>",NULL
NULL,1619,4346,,"<html><head></head><body><p>OEM&nbsp;3 Button Remote with ID47 Transponder Chip. Lock, Unlock and Boot Buttons without Logo</p>

<p>Comes with aftermarket HU101&nbsp;blade {FOB15c}</p>

<p>Frequency: 433Mhz</p>

<p>Print on side of remote: H1BT-15K601-BA</p>

<p><strong>NOTE: Not all machines can program new Ford cars</strong></p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With immobiliser</p>

</body></html>",NULL
NULL,1620,4348,2H0837167A,"<html><head></head><body><p><strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON RETURNABLE</strong></p>

<p>This is a one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>Left Door Lock Barrel with 1 Key blade ({VGB1c})<br>
<strong><em>NOTE: Excellent for picking practice<br>
Key blank reference: HU66</em></strong></p>


</body></html>",NULL
NULL,1621,4349,2H0837168,"<html><head></head><body><p><strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON RETURNABLE</strong></p>

<p>This is a one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>Left Door Lock Barrel with 1 Key blade ({VGB1c})<br>
<strong><em>NOTE: Excellent for picking practice<br>
Key blank reference: HU66</em></strong></p>


</body></html>",NULL
NULL,1622,4350,"H05614EA1A,NR21,282684CB0A,282684CB0B","<html><head></head><body><p>OEM&nbsp;Nissan 2 Button Flip Remote with PCF7961M Transponder Chip. Lock and Unlock Buttons</p>

<p>Please note: This is for Qashqais that feature the longer blade profile for the newer ignition locks</p>

<p>Frequency: 433Mhz</p>

<p>Remote Print:<br>
Model: TWB1G767</p>

<p>For key blade see ({NB12c})</p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically</p>


</body></html>",NULL
NULL,1623,4351,,"<html><head></head><body><p>An&nbsp;OEM HU101&nbsp;door lock built to a random key number</p>

<p>Comes supplied with a cut&nbsp;key blank ({FOKC6G})</p>

<p><strong>Please note: current batches of this lock have arrived with a cut HU101 horseshoe blade&nbsp;and may be supplied as such</strong></p>


</body></html>",NULL
Peugeot,1624,4353,,<html><head></head><body></body></html>,NULL
Renault,1625,4354,,<html><head></head><body></body></html>,NULL
NULL,1626,4355,5K0,"<html><head></head><body><p>Aftermarket Volkswagen 2 Button Full Flip Remote with ID49 Megamos AES&nbsp;Transponder Chip Ready for Pre-coding and Programming. Lock, and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>



<p><strong>NOTE: Please make sure you have correct machine to precode and program this remote key before buying</strong></p>

<p>Comes fitted with HU75T/HU66 key blade&nbsp;</p>

<p>For key cutting see: {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Precode then Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
Kia,1627,4357,,<html><head></head><body></body></html>,NULL
NULL,1628,4359,954301K500,"<html><head></head><body><p>Welcome to this Bargain Basement Product<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON RETURNABLE</strong></p>

<p>This is a one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>3 Button Remote Flip Key with ID60 6F Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Please note: These remotes have marks around the logo recess but are otherwise fully functioning&nbsp;</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:<br>
RKE-4F08<br>
Hyundai Mobis Co Ltd</p>

<p>Comes fitted with JMA KI-7 key blade ({HYB1c})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
NULL,1629,4360,"954301J000,954301J050","<html><head></head><body><p>Welcome to this Bargain Basement Product<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON RETURNABLE</strong></p>

<p>This is a one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>Hyundai 3 Button Remote Flip Key with&nbsp;ID46 T14&nbsp;Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Please note: These remotes have marks around the logo recess but are otherwise fully functioning&nbsp;</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:<br>
433-EU/GEN-TP<br>
OKA-185T<br>
CE 0682<br>
Omron Co Ltd</p>

<p>Comes fitted with JMA KI-7 key blade ({KIB5c} or {KIB1c})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>

</body></html>",NULL
NULL,1630,4361,"28268AX61A,28268AX600","<html><head></head><body><p>Aftermarket Nissan&nbsp;2 Button Remote Head with PCF7946&nbsp;ID46 Transponder Chip including Blade. Lock and Unlock Buttons</p>

<p>Comes fitted with an NSN14 key blade</p>

<p>Frequency: 433Mhz</p>

<p>For screw see {NRP2}<br>
For battery see {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



<p><em>NOTE:<br>
Nissan Micra K12 28268AX600 11.2002-05.2005<br>
Nissan Miicra K12 28268AX61A 07.2006-2010 (end of K12 production)<br>
Nissan Note E11 28268AX61A 01.2006-12.2008</em><br>
Nissan Pathfinder&nbsp;<em>01.2005-09.2006 (without intelligent key system)<br>
Nissan Qashqai J10 28268AX61A 12.2006-01.2010</em></p>
</body></html>",NULL
NULL,1631,4363,,"<html><head></head><body><p>Welcome to this Bargain Basement Product<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON-RETURNABLE</strong></p>

<p>This is a&nbsp;one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>OEM&nbsp;2 Button Remote with ID47 Transponder Chip. Lock and Unlock Buttons. This remote is supplied without a logo</p>

<p><strong>NOTE: These remotes have some minor damage but are otherwise in fully working order</strong></p>

<p>Frequency: 433Mhz</p>

<p>Comes with aftermarket HU101 blade {FOB15c}</p>

<p>Print on side of remote: EB3T-15K601-BA or EB3T-15K601-BB</p>

<p><strong>NOTE: Not all machines can program new Ford cars</strong></p>

<p>For blade see {FOB15} or {FOB15c}<br>
For key cutting see {CUT2}<br>
For battery see {CR2032}<br>
For case see {FORC6}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With immobiliser</p>


</body></html>",NULL
NULL,1632,4376,3C0959752BA,"<html><head></head><body><p>Aftermarket Volkswagen 3 Button Dash Type Remote Board with ID48 TP23 Transponder Chip. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p><strong>NOTE: Please make sure you have the correct machine to precode and program this remote before buying</strong></p>

<p>Supplied with emergency key blade&nbsp;{VGB22c}</p>

<p>For battery see {CR2032}</p>



</body></html>",NULL
Vauxhall,1633,4381,,<html><head></head><body></body></html>,NULL
NULL,1634,4385,6R0905851L,"<html><head></head><body><p>OEM VAG ignition housing, often required when changing an ignition</p>

<p>For shear bolts see 2 x {VGLP10}</p>

</body></html>",NULL
NULL,1635,4386,N90584502,"<html><head></head><body><p>Shear bolt required to install VGL44</p>


</body></html>",NULL
NULL,1636,4389,"5K0837202ADINF,5K0837202CTINF,5K0837202DAINF,6J0837202E,6J0837202EINF,7N5837202D,7N5837202DINF,5K0837202EGINF,5K0837202EG,3T0837202H,L31566","<html><head></head><body><p>Aftermarket Silca 3 Button Remote with HU66 emergency key blade. ID48 Virgin Transponder Chip Ready for Precoding and Programming. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433MHz</p>

<p>Programming:<br>
Immobiliser: Precode then Diagnostically<br>
Remote: Diagnostically</p>

</body></html>",NULL
NULL,1637,4394,"AS7A,AKK239,AKK356,L25581,AKK239,NWKS11","<html><head></head><body><p>OEM Ford Full Flip Key Part. Comes fitted with an ID63 T17 ({TP4})&nbsp;80 bit Transponder Chip</p>

<p>Please note: On the dealer approved version ({FOB8}) the Ford emblem can be found on the bottom edge where the blade meets the remote</p>

<p>Comes fitted with HU101 ({FOB9c}) key blade</p>

<p>For key cutting see {CUT2}</p>

<p>Programming:<br>
Immobiliser: Diagnostically</p>


</body></html>",NULL
NULL,1638,4399,,"<html><head></head><body><p>This is an OEM Reader Coil&nbsp;for Transit and Custom models with the Duratorq engine</p>

<p>BK2T-15607-AC&nbsp;</p>


</body></html>",NULL
NULL,1639,4400,1508K7,"<html><head></head><body><p>Fuel Cap for Citroen Dispatch built to random key number</p>

<p>This lock is supplied with two genuine cut keys</p>


</body></html>",NULL
NULL,1640,4403,6490FA,"<html><head></head><body><p>Welcome to this Bargain Basement Product<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON-RETURNABLE</strong></p>

<p>This is a&nbsp;one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>Gloss Black and Chrome cap for Citroen DS3 remote</p>


</body></html>",NULL
NULL,1641,4404,"KR62bu,95440G6000","<html><head></head><body><p>Welcome to this Bargain Basement Product<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON-RETURNABLE</strong></p>

<p>This is a&nbsp;one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>OEM&nbsp;KIA&nbsp;3 Button Smart Remote with ID75 Transponder Chip. Lock, Unlock and Boot&nbsp;Buttons</p>

<p><strong>NOTE: These remotes have some minor damage but are otherwise in fully working order</strong></p>

<p>Frequency: 433Mhz</p>

<p>Print on Sticker:<br>
FOB: G00<br>
95440-G6000</p>

<p>For key blade see {KIB26} or {KIB26c}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with Immobiliser</p>



</body></html>",NULL
NULL,1642,4405,"KR52bu,954401Y500","<html><head></head><body><p>Welcome to this Bargain Basement Product<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON-RETURNABLE</strong></p>

<p>This is a&nbsp;one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>OEM&nbsp;KIA&nbsp;3 Button Smart Remote with ID46 PCF7952 Transponder Chip. Lock, Unlock and Boot&nbsp;Buttons</p>

<p><strong>NOTE: These remotes have some minor damage but are otherwise in fully working order</strong></p>

<p>Frequency: 433Mhz</p>

<p>Print on circuit board:<br>
Model: SVI-MDFEUO3</p>

<p>For key blade see {HYB9c}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
Kia,1643,4406,,<html><head></head><body></body></html>,NULL
NULL,1644,4407,"KR63bu,95440H8100","<html><head></head><body><p>Welcome to this Bargain Basement Product<br>
<br>
<strong>NOTE: ALL BARGAIN BASEMENT PRODUCTS ARE NON-RETURNABLE</strong></p>

<p>This is a&nbsp;one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p>OEM&nbsp;KIA&nbsp;3 Button&nbsp;Smart Remote with ID75&nbsp;Transponder Chip. Lock, Unlock and Boot&nbsp;Buttons</p>

<p><strong>NOTE: These remotes have some minor damage but are otherwise in fully working order</strong></p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:<br>
FOB: H10<br>
95440-H8100</p>

<p>For key blade see {KIB26} or {KIB26c}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With Immobiliser</p>



</body></html>",NULL
Kia,1645,4408,,<html><head></head><body></body></html>,NULL
Hyundai,1646,4409,,<html><head></head><body></body></html>,NULL
Hyundai,1647,4410,,<html><head></head><body></body></html>,NULL
Kia,1648,4411,,<html><head></head><body></body></html>,NULL
Hyundai,1649,4412,,<html><head></head><body></body></html>,NULL
Kia,1650,4413,,<html><head></head><body></body></html>,NULL
Kia,1651,4414,,<html><head></head><body></body></html>,NULL
NULL,1652,4416,4875000Q0A,"<html><head></head><body><p>This is a&nbsp;one off product for a limited time only -<strong>&nbsp;while stocks last</strong></p>

<p><strong>NOTE: ALL CLEARANCE PRODUCTS ARE NON-RETURNABLE</strong></p>

<p>This is an OEM Nissan/Renault/Vauxhall/Opel Ignition Lock Built to a Random Key Number</p>

<p><strong>Please note: Red plastic clip on housing is absent due to damage in transit, so will require replacing with original part. Apart from this these locks are fully tested and in working order</strong></p>

<p><strong><em>Please note: The manufacturer has superseeded the part from a full metal lock to a part plastic lock. Depending which parts are available, you may see a difference when compared to the vehicle's original lock</em></strong></p>

<p><em><strong>Please note: If you require this lock to be built to key number, you will not receive the original key blade. Instead you will receive an MFKB38 blade which&nbsp;is used during building for us to test that the lock works correctly prior to shipping</strong></em></p>

<p>Silca Blank Reference: VA2/VA2<br>
JMA Black Reference: CIT-1</p>

<p>Labour to build lock see {LL3} -<strong>&nbsp;if you require this lock building to key number, please email an image of the key blade along with your key number to enquiries@3dgroupuk.com. Please note that this lock can only be built to the standard Q&amp;H bitting format</strong></p>



</body></html>",NULL
